ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR,COMPANY
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Data Unavailable,Brown Eyes,Brown Hair,Female Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,1,2006,DC
Public Identity,Data Unavailable,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,1,2006,DC
Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Not Minority,Deceased Characters,1,2006,DC
Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Deceased Characters,1,2006,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Deceased Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,1,2006,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,1,2006,DC
Identity Unknown,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2006,DC
Data Unavailable,Good Characters,Green Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Data Unavailable,Data Unavailable,Brown Hair,Female Characters,Not Minority,Deceased Characters,1,2006,DC
Secret Identity,Bad Characters,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,1,2006,DC
Data Unavailable,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,1,2006,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Genderless Characters,Not Minority,Deceased Characters,1,2006,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2006,DC
Public Identity,Neutral Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2006,DC
Data Unavailable,Good Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,2005,DC
Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2005,DC
Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Public Identity,Good Characters,Black Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2005,DC
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Green Eyes,Blue Hair,Genderless Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2005,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Neutral Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Data Unavailable,Good Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,1,2005,DC
Data Unavailable,Good Characters,Brown Eyes,Brown Hair,Female Characters,Not Minority,Deceased Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,1,2005,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Black Eyes,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2005,DC
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,1,2005,DC
Public Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,2005,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2004,DC
Data Unavailable,Data Unavailable,Data Unavailable,Brown Hair,Female Characters,Not Minority,Deceased Characters,1,2004,DC
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,2004,DC
Data Unavailable,Data Unavailable,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,2004,DC
Data Unavailable,Bad Characters,Green Eyes,Red Hair,Female Characters,Not Minority,Deceased Characters,1,2004,DC
Secret Identity,Good Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,1,2004,DC
Public Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Deceased Characters,1,2004,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2004,DC
Data Unavailable,Good Characters,Brown Eyes,Brown Hair,Female Characters,Not Minority,Living Characters,1,2003,DC
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Not Minority,Deceased Characters,1,2003,DC
Data Unavailable,Good Characters,Brown Eyes,Brown Hair,Female Characters,Not Minority,Living Characters,1,2003,DC
Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Not Minority,Living Characters,1,2003,DC
Public Identity,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Data Unavailable,Good Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,1,2003,DC
Data Unavailable,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Public Identity,Bad Characters,Blue Eyes,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2003,DC
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Public Identity,Data Unavailable,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Data Unavailable,Good Characters,Blue Eyes,Red Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Data Unavailable,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Data Unavailable,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,1,2003,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Secret Identity,Good Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Deceased Characters,1,2002,DC
Data Unavailable,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Deceased Characters,1,2002,DC
Public Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Deceased Characters,1,2002,DC
Public Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Public Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Deceased Characters,1,2002,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Secret Identity,Bad Characters,Black Eyes,Blond Hair,Male Characters,Not Minority,Living Characters,1,2002,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2002,DC
Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,1,2002,DC
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Good Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,1,2002,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2002,DC
Secret Identity,Bad Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Red Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2002,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2002,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2002,DC
Secret Identity,Good Characters,Data Unavailable,White Hair,Female Characters,Not Minority,Deceased Characters,1,2002,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2001,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2001,DC
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,1,2001,DC
Data Unavailable,Bad Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,1,2001,DC
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,2001,DC
Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Not Minority,Deceased Characters,1,2001,DC
Public Identity,Data Unavailable,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,2001,DC
Data Unavailable,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,1,2001,DC
Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,2001,DC
Data Unavailable,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,2001,DC
Secret Identity,Neutral Characters,Yellow Eyes,Red Hair,Male Characters,Not Minority,Living Characters,1,2001,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2001,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2001,DC
Public Identity,Good Characters,Black Eyes,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2000,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2000,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2000,DC
Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,1,2000,DC
Public Identity,Neutral Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2000,DC
Public Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,2000,DC
Data Unavailable,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,2000,DC
Secret Identity,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Data Unavailable,Not Minority,Living Characters,1,2000,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,2000,DC
Public Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2000,DC
Data Unavailable,Good Characters,Blue Eyes,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,2000,DC
Public Identity,Good Characters,Data Unavailable,Grey Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1999,DC
Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Deceased Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Good Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Green Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Data Unavailable,Data Unavailable,Red Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Bad Characters,Red Eyes,Data Unavailable,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Bad Characters,Data Unavailable,Blue Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Good Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Data Unavailable,Blue Eyes,Grey Hair,Male Characters,Not Minority,Living Characters,1,1999,DC
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Bad Characters,Red Eyes,Blond Hair,Female Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,1998,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,1,1998,DC
Identity Unknown,Bad Characters,Red Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Data Unavailable,Data Unavailable,Black Hair,Female Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,1,1998,DC
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,1,1998,DC
Secret Identity,Bad Characters,Black Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Good Characters,Red Eyes,Data Unavailable,Data Unavailable,Not Minority,Deceased Characters,1,1998,DC
Secret Identity,Bad Characters,Data Unavailable,Blond Hair,Female Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Good Characters,Data Unavailable,Blond Hair,Male Characters,Not Minority,Deceased Characters,1,1998,DC
Public Identity,Bad Characters,Red Eyes,Strawberry Blond Hair,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Good Characters,Data Unavailable,Grey Hair,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Data Unavailable,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Living Characters,1,1998,DC
Secret Identity,Good Characters,Data Unavailable,Black Hair,Female Characters,Not Minority,Deceased Characters,1,1998,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Female Characters,Not Minority,Deceased Characters,1,1998,DC
Secret Identity,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1998,DC
Data Unavailable,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Data Unavailable,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Good Characters,Data Unavailable,Brown Hair,Female Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Secret Identity,Bad Characters,Data Unavailable,Red Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Data Unavailable,Good Characters,Blue Eyes,Black Hair,Female Characters,Not Minority,Deceased Characters,1,1997,DC
Secret Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Data Unavailable,Bad Characters,Blue Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Bad Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Secret Identity,Good Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Secret Identity,Good Characters,Blue Eyes,Pink Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Bad Characters,Data Unavailable,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,Not Minority,Living Characters,1,1997,DC
Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Red Eyes,White Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Good Characters,Data Unavailable,Black Hair,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Bad Characters,Data Unavailable,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Data Unavailable,Good Characters,Blue Eyes,Data Unavailable,Male Characters,Not Minority,Living Characters,1,1997,DC
Public Identity,Good Characters,Data Unavailable,White Hair,Male Characters,Not Minority,Deceased Characters,1,1997,DC
